image_id,width,height,fx,fy,cx,cy,X,Y,Z,omega,phi,kappa
139001497_0026_01_0061_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,71262.6331,442890.5563,943.4974975585938,23.10738715089397,44.41719818115234,-15.962604172344736
139001460_0026_01_0024_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,63776.6153,442887.3921,945.0828857421876,2.9908397325885594,45.10340118408203,-17.52104937510057
139001477_0026_01_0041_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,67215.8225,442890.833,939.2557983398438,-5.483206283134063,45.15370178222656,-15.876660503075115
139000575_0022_01_0017_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,62784.1687,445042.1254,927.9517211914062,57.605173422105565,43.94829940795898,-10.783065704362093
139001025_0024_01_0070_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,73096.2499,443965.1529,932.0552978515624,4.847223036965261,45.155399322509766,-18.913336817268483
139001496_0026_01_0060_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,71060.2719,442887.9707,943.3215942382812,-12.077950721606836,45.25019836425781,-3.019487580339438
139000615_0022_01_0057_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,70877.2604,445048.9096,931.4180908203124,-9.316293504306413,45.19419860839844,-13.61347721230836
139000981_0024_01_0026_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,64193.9945,443965.9179,935.3590087890624,-8.136000957235069,45.1859016418457,-13.922874421679005
139000563_0022_01_0005_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,60356.4701,445050.635,935.3477783203124,51.58911889549624,43.57059860229492,-0.1145915590261646
139000609_0022_01_0051_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,69663.4952,445046.4492,917.2130737304688,-8.657391985264452,45.14229965209961,-10.851820639777793
139001480_0026_01_0044_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,67822.9297,442885.8153,942.2506103515624,-9.900710956675738,45.192501068115234,-12.140975678822144
139000699_0018_02_0012_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,69464.0229,447208.2928,966.5186157226562,-12.358699671024684,45.18529891967773,-7.414073868992851
139001481_0026_01_0045_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,68025.2023,442885.0038,945.1240234375,35.901536994716366,44.24169921875,-14.885443517498786
139000582_0022_01_0024_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,64200.6957,445048.4613,935.855224609375,-43.659385382327336,45.88750076293945,-13.985899779143397
139000231_0020_01_0050_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,70646.0751,446122.9677,934.5307006835938,-16.75328607169321,45.16529846191406,-0.7104676659622208
139000564_0022_01_0006_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,60558.7846,445046.946,937.4334716796876,5.150890686143086,44.59830093383789,0.8708958485988513
139001447_0026_01_0011_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,61146.3259,442885.6716,921.8198852539062,44.839676221851384,44.47880172729492,-10.777336126410784
139000991_0024_01_0036_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,66217.387,443963.3042,924.9824829101562,-6.955707556390072,45.18790054321289,-12.731122207806893
139000996_0024_01_0041_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,67229.0264,443962.6524,930.7630004882812,-16.781933592619527,45.20190048217773,-3.540879173908487
139001007_0024_01_0052_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,69454.6852,443966.6207,939.060302734375,-2.692901544907311,45.149200439453125,-13.097815196690618
139000964_0024_01_0009_P00_01.jpg,11664,8750.0,21497.340956390264,21497.340956390264,5832,4375,60754.5086,443964.0788,938.2017822265624,34.348819845413615,45.21939849853516,-71.03530744031947
